Importer Log Report
Document: Z:\Documents\Git\SixPak_Ultra\Altium\Open Source\OPL2\isa_opl2.kicad_pcb
    Section : Analyze Document from - Z:\Documents\Git\SixPak_Ultra\Altium\Open Source\OPL2\isa_opl2.kicad_pcb
        Warning: Pad name is empty, autogenerated name 'Un1' assigned to pad pad.
        Warning: Pad name is empty, autogenerated name 'Un2' assigned to pad pad.
        Warning: Pad name is empty, autogenerated name 'Un3' assigned to pad pad.
    EndSection
    Section : Import Document - Z:\Documents\Git\SixPak_Ultra\Altium\KiCAD_Imported\OPL2\Imported isa_opl2\isa_opl2.PcbDoc
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R2 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R3 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R4 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R5 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R6 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R7 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R8 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R9 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R10 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R11 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R12 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R13 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R15 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R16 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component P2 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component P1 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component Q1 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R17 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component RV1 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component R14 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component U1 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component U4 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component C3 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component C10 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component C11 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component C12 importing.
        EndSection
        Section : Component C13 importing.
        EndSection
        Section : Component C14 importing.
        EndSection
        Section : Component C16 importing.
        EndSection
        Section : Component C17 importing.
        EndSection
        Section : Component C19 importing.
        EndSection
        Section : Component C21 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component C22 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
        Section : Component C23 importing.
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
            Error: Import is not implemented for: KiCadLib.PCB.PCBLine
        EndSection
    EndSection
